Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G,RD-SED-G
41268.6,0.11,7.78,275.5,616.6,296.6,240.3,8.8,705.59,7.79,139.8,195.2,184.8,5.94,703.07,7.55,38.2,162.9,60.9,56.3,1.13,705.7,7.35,27.5,50.6,16.2,12.1,0.14,703.82,0.178,0.342,0.325,0.947,0.689,0.956,0.882,0.945,0.985
41523.8,0.12,7.45,284.8,597.6,249.1,199.4,7.79,653.84,7.41,155.7,176.4,134.0,5.12,636.63,7.17,37.1,131.3,49.7,42.4,1.11,644.4,7.12,29.7,38.1,10.0,7.5,0.19,637.61,0.107,0.292,0.343,0.965,0.71,0.969,0.906,0.96,0.975
41775.7,0.11,7.66,274.2,581.2,383.7,244.1,12.55,636.91,7.51,146.1,268.2,173.3,8.0,642.3,7.3,35.8,147.1,82.6,58.0,1.7,641.62,7.26,24.6,35.0,15.3,13.6,0.19,649.12,0.178,0.301,0.363,0.961,0.762,0.968,0.915,0.96,0.985
32873.0,0.19,7.49,314.7,679.7,212.2,161.9,6.99,635.19,7.39,191.0,149.6,105.6,4.37,628.23,7.16,47.8,179.9,46.5,32.3,0.94,649.24,7.18,31.8,53.3,7.9,6.5,0.25,655.47,0.125,0.295,0.375,0.959,0.704,0.964,0.894,0.963,0.964
39481.0,0.19,7.42,350.2,732.4,354.1,273.3,9.73,635.78,7.3,224.7,248.1,207.4,6.51,643.25,7.01,53.8,192.6,73.7,67.7,1.32,639.11,7.11,28.7,54.6,12.1,15.2,0.13,627.18,0.158,0.299,0.33,0.958,0.716,0.965,0.904,0.966,0.987
39110.8,0.13,7.8,320.4,628.1,345.2,237.9,10.41,678.82,7.61,171.3,243.7,178.4,6.05,691.99,7.36,42.2,157.5,75.4,53.8,1.28,700.01,7.42,32.9,45.6,16.8,11.7,0.2,708.04,0.151,0.294,0.419,0.94,0.71,0.949,0.895,0.951,0.981
43075.2,0.04,7.27,220.0,472.3,241.7,195.4,6.81,617.33,7.19,114.1,179.9,143.1,4.66,615.45,7.37,31.2,91.8,48.0,48.1,0.84,621.55,7.04,32.7,29.7,9.4,11.9,0.02,620.3,0.129,0.256,0.315,0.925,0.676,0.935,0.892,0.961,0.997
47768.1,0.11,7.05,260.8,556.2,391.7,260.3,12.24,626.88,6.92,133.9,264.7,188.6,7.39,616.65,7.03,31.1,134.6,80.1,61.3,1.5,611.05,6.97,27.4,39.4,20.2,13.8,0.22,612.19,0.169,0.324,0.396,0.949,0.707,0.957,0.893,0.948,0.982
31315.1,0.12,7.84,263.9,571.7,329.9,254.2,10.11,652.31,7.67,155.2,228.2,192.7,6.15,652.15,7.35,38.8,131.3,66.6,58.1,1.26,648.75,7.34,25.3,30.9,14.6,11.4,0.17,655.58,0.134,0.308,0.392,0.954,0.765,0.96,0.926,0.956,0.983
39163.8,0.12,7.3,298.0,605.6,322.7,243.9,9.7,648.31,7.08,153.1,231.3,184.1,6.15,651.8,6.94,40.4,154.5,80.8,58.2,1.1,659.95,7.05,20.7,42.7,17.8,13.3,0.22,669.86,0.203,0.283,0.366,0.966,0.724,0.973,0.902,0.945,0.977
52143.7,0.15,7.44,318.7,685.2,293.1,187.5,8.57,684.74,7.22,191.8,209.0,143.1,6.22,681.59,7.34,45.5,166.7,63.3,48.6,1.29,682.75,7.16,31.6,40.2,12.2,11.2,0.17,688.76,0.14,0.287,0.274,0.956,0.759,0.962,0.917,0.958,0.98
33597.5,0.16,7.37,217.1,473.8,269.0,206.9,7.98,649.0,7.24,172.2,192.0,152.1,5.69,643.36,7.08,46.3,175.0,55.2,44.9,1.01,646.07,7.03,7.2,51.6,8.9,10.6,0.21,647.51,0.207,0.286,0.287,0.958,0.705,0.967,0.891,0.967,0.974
33440.2,0.16,7.53,206.2,465.2,259.1,214.2,8.83,660.45,7.42,174.2,203.4,151.8,5.95,666.08,7.07,43.8,162.5,55.5,45.4,1.15,653.0,6.99,10.3,51.1,9.4,11.5,0.12,644.74,0.155,0.215,0.326,0.941,0.686,0.95,0.89,0.964,0.986
40602.6,0.18,8.56,269.7,552.1,298.7,227.3,9.3,721.55,8.39,233.5,214.0,169.0,6.15,726.53,7.74,57.9,203.2,69.4,53.9,1.23,731.77,7.77,8.0,51.9,11.1,10.9,0.17,719.62,0.134,0.284,0.339,0.966,0.744,0.97,0.906,0.963,0.982
46860.9,0.12,7.8,206.1,452.4,358.6,264.9,10.87,691.05,7.75,178.3,260.1,196.4,6.51,687.58,7.61,38.6,162.4,76.6,69.3,1.23,689.88,7.33,7.5,42.8,17.1,16.2,0.17,695.15,0.135,0.275,0.401,0.958,0.737,0.964,0.905,0.952,0.984
40472.5,0.11,8.0,184.8,427.4,298.7,212.2,7.71,679.89,7.9,150.6,206.7,151.5,5.06,663.35,7.64,36.5,148.6,58.8,46.5,1.02,662.84,7.29,5.3,38.1,11.0,7.6,0.18,670.89,0.185,0.308,0.344,0.965,0.744,0.972,0.911,0.963,0.977
50491.7,0.15,7.3,254.4,556.0,267.5,159.5,7.11,610.4,7.25,210.4,179.3,112.4,4.45,614.96,7.0,53.7,200.9,55.1,37.4,0.9,617.85,7.06,9.7,54.4,12.9,8.1,0.15,612.96,0.173,0.33,0.373,0.954,0.729,0.962,0.902,0.952,0.978
47762.6,0.1,7.65,175.7,359.8,336.8,245.8,10.57,656.04,7.54,145.9,233.3,184.9,6.63,648.37,7.2,41.7,132.3,72.6,59.9,1.24,645.09,7.13,8.5,38.7,14.8,12.8,0.22,643.48,0.17,0.307,0.373,0.942,0.708,0.952,0.892,0.956,0.979
46293.9,0.16,7.73,238.8,513.0,344.1,259.7,10.41,679.47,7.57,203.9,246.6,198.7,6.81,681.62,7.28,52.7,183.3,76.5,61.8,1.42,676.88,7.31,11.0,49.6,14.7,15.8,0.23,673.54,0.146,0.283,0.346,0.946,0.73,0.954,0.903,0.957,0.978
44541.7,0.16,7.59,224.6,508.2,315.9,244.2,8.74,644.39,7.5,180.8,224.4,170.6,5.54,645.9,7.2,48.6,159.5,67.4,55.1,1.03,643.96,7.07,8.7,47.3,11.1,11.9,0.19,640.46,0.195,0.29,0.366,0.952,0.704,0.961,0.907,0.965,0.979
58603.3,0.17,8.04,238.8,527.8,332.1,216.2,9.49,721.49,7.84,202.9,235.7,153.8,6.43,702.6,7.6,47.1,176.9,71.3,47.9,1.52,698.88,7.32,9.6,53.8,14.9,11.4,0.18,705.33,0.15,0.29,0.323,0.953,0.696,0.96,0.898,0.955,0.981
38308.6,0.21,7.53,284.8,591.7,272.2,185.4,7.61,632.14,7.47,243.6,188.9,135.9,4.37,632.95,7.24,60.5,218.2,57.6,42.4,0.86,650.39,6.95,9.9,65.5,11.1,6.7,0.15,651.7,0.145,0.306,0.426,0.959,0.7,0.965,0.889,0.959,0.98
23914.7,0.12,7.63,168.5,402.0,215.6,169.0,7.79,697.43,7.46,141.8,147.9,125.1,5.09,702.58,7.43,39.1,130.7,45.7,35.0,0.9,709.87,7.13,7.4,32.1,10.9,7.2,0.22,708.5,0.158,0.314,0.347,0.948,0.754,0.956,0.92,0.949,0.972
52887.6,0.23,7.64,317.9,659.6,235.6,163.7,7.3,642.54,7.62,272.8,163.5,114.2,4.48,648.91,7.26,65.5,237.9,50.7,36.5,0.8,641.17,7.29,13.3,72.2,8.7,6.8,0.04,657.11,0.142,0.306,0.386,0.951,0.697,0.958,0.891,0.963,0.995
36762.4,0.15,7.88,205.7,470.4,189.7,153.2,5.74,709.16,7.76,175.9,138.6,123.5,3.61,710.33,7.49,46.9,170.3,46.0,42.2,0.84,726.63,7.25,8.9,53.5,10.4,13.0,0.15,718.02,0.145,0.269,0.371,0.949,0.686,0.957,0.886,0.945,0.974
41551.9,0.09,7.59,152.3,386.8,291.9,222.2,8.87,645.54,7.58,126.7,211.1,163.0,5.86,625.77,7.2,33.9,129.6,63.5,52.3,1.13,622.3,7.25,5.3,42.5,16.0,10.5,0.2,625.59,0.168,0.277,0.34,0.958,0.672,0.965,0.89,0.945,0.977
50475.3,0.15,7.76,234.1,509.5,282.8,192.8,7.33,671.86,7.57,189.3,189.9,142.5,4.43,684.63,7.4,48.2,162.4,53.7,48.9,0.75,684.86,7.34,8.2,44.8,11.3,10.9,0.19,678.57,0.191,0.328,0.396,0.956,0.724,0.965,0.912,0.96,0.975
27589.6,0.12,7.7,159.7,398.3,259.8,202.4,7.41,665.56,7.55,136.4,187.9,158.0,4.86,669.67,7.3,33.1,134.9,55.8,52.3,1.06,676.85,7.27,7.5,34.8,12.7,11.7,0.2,675.91,0.146,0.277,0.343,0.945,0.742,0.953,0.913,0.951,0.974
29635.9,0.12,7.51,176.1,437.0,125.5,112.6,4.08,652.81,7.45,144.9,82.6,77.9,2.59,640.78,7.3,33.3,169.6,27.8,24.8,0.48,625.02,7.17,4.4,43.5,6.7,3.1,0.08,625.91,0.177,0.341,0.366,0.97,0.743,0.975,0.9,0.947,0.981
27572.8,0.15,8.11,231.2,494.9,218.1,160.9,6.97,706.57,8.1,193.6,156.4,115.2,4.33,698.7,7.53,53.7,166.3,39.8,35.0,0.93,696.8,7.38,8.3,42.2,11.8,6.9,0.16,701.87,0.163,0.283,0.378,0.957,0.746,0.964,0.915,0.946,0.977
33265.9,0.16,7.98,224.6,507.6,331.3,247.5,9.4,709.65,8.01,193.3,230.3,169.4,5.97,711.96,7.45,50.2,171.3,62.0,52.8,1.29,707.37,7.3,9.9,48.0,13.1,12.2,0.16,705.81,0.139,0.305,0.365,0.949,0.72,0.956,0.905,0.96,0.983
44062.4,0.14,7.7,192.9,442.2,252.1,167.2,7.35,695.2,7.6,171.1,189.0,119.2,4.73,702.0,7.46,43.8,146.8,60.4,33.7,0.97,703.64,7.38,7.2,44.5,13.5,7.6,0.13,701.44,0.113,0.25,0.356,0.958,0.697,0.963,0.899,0.947,0.983
45298.8,0.19,7.73,243.8,565.3,292.0,219.3,9.44,661.01,7.77,207.1,201.1,147.5,5.91,656.13,7.16,50.5,207.6,66.4,46.4,1.42,659.09,7.39,6.9,63.4,13.2,6.8,0.15,657.42,0.151,0.311,0.374,0.967,0.695,0.972,0.888,0.955,0.984
42149.2,0.19,7.96,265.2,563.4,213.4,161.4,5.83,706.66,7.84,228.2,150.8,121.4,3.79,714.92,7.45,57.2,195.3,40.2,39.3,0.59,714.3,7.54,12.3,52.7,6.5,7.8,0.16,707.82,0.14,0.293,0.35,0.946,0.73,0.954,0.906,0.97,0.972
27601.6,0.21,7.61,260.2,562.2,338.0,262.0,10.75,661.19,7.6,213.9,241.4,191.6,6.9,643.27,7.33,54.0,191.8,72.8,66.5,1.3,642.28,7.09,8.1,53.5,12.1,16.2,0.22,646.07,0.178,0.286,0.358,0.962,0.721,0.969,0.905,0.964,0.98
21245.1,0.17,7.81,214.0,466.5,233.3,208.7,8.31,655.93,7.64,183.1,156.3,148.4,5.22,645.5,7.19,47.0,174.6,45.3,49.1,1.02,654.02,7.22,8.2,48.5,11.6,11.7,0.11,655.71,0.144,0.33,0.372,0.955,0.722,0.962,0.896,0.95,0.987
41050.8,0.21,7.66,283.9,595.7,288.6,222.6,9.62,665.95,7.59,241.1,201.4,159.6,6.73,645.3,7.38,62.5,213.1,59.4,48.5,1.57,647.71,7.32,10.3,57.1,9.9,12.5,0.25,650.33,0.151,0.302,0.3,0.957,0.732,0.964,0.904,0.966,0.974
36502.3,0.06,8.4,146.9,324.2,387.7,288.8,11.9,724.33,8.11,131.0,269.3,213.2,7.86,715.36,7.7,30.4,106.1,82.0,63.9,1.75,715.69,7.59,5.0,32.7,17.9,12.6,0.32,715.27,0.108,0.306,0.34,0.962,0.692,0.966,0.899,0.954,0.973
43799.5,0.13,7.37,212.5,458.2,365.4,265.9,10.71,643.53,7.18,177.9,251.7,183.5,6.84,658.61,7.26,40.1,150.6,70.3,58.1,1.5,659.8,6.96,5.9,43.6,14.9,14.7,0.27,658.64,0.163,0.311,0.361,0.967,0.71,0.972,0.905,0.959,0.974
46120.0,0.12,8.01,189.4,431.3,277.2,209.3,8.38,674.42,7.95,159.8,190.5,152.1,5.49,695.0,7.57,40.2,160.2,52.7,51.1,1.02,709.68,7.28,8.3,45.4,12.4,11.2,0.11,716.74,0.156,0.313,0.345,0.948,0.716,0.956,0.895,0.955,0.987
41348.2,0.15,7.27,234.4,520.3,244.7,188.3,7.08,622.51,7.07,204.5,180.2,140.5,4.29,624.86,7.12,45.9,182.2,52.9,44.3,0.79,626.24,7.12,8.4,52.5,9.5,12.1,0.0,632.37,0.127,0.264,0.394,0.959,0.712,0.964,0.899,0.961,1.0
46689.9,0.13,7.92,204.6,445.1,277.0,201.8,7.92,709.26,7.86,173.4,189.1,132.8,5.02,702.87,7.47,42.4,143.4,56.1,44.1,0.92,698.76,7.29,9.1,42.6,9.6,9.7,0.16,707.25,0.152,0.317,0.367,0.948,0.703,0.955,0.904,0.965,0.98
42293.4,0.13,8.19,209.1,461.8,305.6,226.0,9.08,744.08,8.16,172.2,218.5,167.5,5.81,741.86,7.66,41.5,147.4,61.0,53.1,1.08,726.59,7.42,6.6,43.7,13.0,8.6,0.12,728.83,0.177,0.285,0.361,0.962,0.704,0.969,0.905,0.958,0.987
45001.4,0.23,8.02,286.9,611.4,245.6,199.8,8.29,685.88,7.88,256.6,174.4,132.2,5.01,690.62,7.51,65.6,205.1,55.5,44.4,1.15,679.14,7.29,15.0,54.1,10.5,11.1,0.2,687.26,0.106,0.29,0.395,0.941,0.736,0.948,0.912,0.957,0.975
34542.0,0.15,7.86,202.6,482.4,247.4,201.4,8.25,664.17,7.69,166.8,162.0,144.2,5.48,648.54,7.51,47.7,158.9,46.9,41.3,1.07,644.8,7.36,5.7,48.1,6.9,8.4,0.21,642.3,0.177,0.345,0.336,0.966,0.697,0.972,0.9,0.972,0.975
39015.7,0.17,7.51,240.8,464.1,364.5,255.8,10.92,670.08,7.37,204.4,259.3,176.0,6.95,664.36,7.41,45.3,146.1,76.1,61.1,1.38,663.49,7.15,5.8,41.9,19.1,12.9,0.26,662.29,0.151,0.289,0.364,0.972,0.713,0.976,0.91,0.948,0.976
41420.6,0.14,7.79,230.9,451.7,256.1,209.9,8.03,646.17,7.62,198.0,167.9,161.1,5.11,660.52,7.39,56.3,149.3,51.5,48.2,1.1,656.07,7.32,12.8,40.1,8.7,8.4,0.25,663.24,0.142,0.344,0.363,0.936,0.732,0.945,0.911,0.966,0.969
46263.5,0.15,7.86,231.7,538.6,404.5,290.8,12.0,689.09,7.75,198.3,288.2,201.3,7.63,678.63,7.18,48.9,181.1,85.9,66.8,1.36,681.44,7.18,9.5,51.7,15.2,17.1,0.27,686.5,0.144,0.288,0.364,0.952,0.715,0.959,0.904,0.962,0.978
37703.5,0.14,7.73,210.2,483.4,299.6,210.1,9.23,653.22,7.64,177.7,205.7,139.7,6.89,645.73,7.07,45.5,165.5,65.1,43.9,1.38,641.18,7.04,8.7,47.7,12.5,8.9,0.29,639.44,0.155,0.314,0.254,0.951,0.712,0.959,0.901,0.958,0.968
44277.4,0.17,7.78,233.7,502.6,365.4,269.2,10.85,698.77,7.66,197.7,255.8,194.8,6.85,698.91,7.31,45.2,189.5,73.0,62.0,1.26,691.59,7.37,8.8,57.4,17.1,16.0,0.26,685.31,0.154,0.3,0.368,0.956,0.697,0.962,0.886,0.953,0.976
38275.7,0.21,7.74,268.4,557.0,295.2,217.4,9.09,660.05,7.77,226.9,196.3,153.7,5.29,662.88,7.21,59.7,192.8,53.3,48.4,1.03,667.78,7.36,11.6,49.8,6.3,10.0,0.23,666.56,0.154,0.335,0.418,0.949,0.742,0.957,0.911,0.979,0.975
39121.5,0.21,7.62,270.6,594.6,311.3,227.2,9.87,670.76,7.46,224.4,218.9,153.1,5.93,664.51,7.43,56.2,206.8,64.4,49.8,1.13,675.46,7.16,10.6,63.2,15.2,9.6,0.17,671.35,0.171,0.297,0.399,0.953,0.694,0.961,0.894,0.951,0.983
46342.9,0.15,7.64,245.1,526.8,271.6,188.5,7.39,654.3,7.65,219.1,197.5,139.4,5.03,655.07,7.3,54.6,188.5,59.5,46.0,0.94,646.22,7.14,8.4,52.9,10.1,12.1,0.08,656.56,0.106,0.273,0.319,0.962,0.72,0.966,0.9,0.963,0.99
24061.0,0.17,7.46,230.2,519.0,216.4,182.4,6.57,634.23,7.28,194.6,145.0,117.4,4.67,640.31,7.06,42.8,179.7,38.5,40.7,0.96,642.26,7.21,8.9,48.3,8.2,8.9,0.27,646.82,0.155,0.33,0.289,0.954,0.731,0.961,0.907,0.962,0.959
30346.2,0.11,8.0,164.5,385.8,290.6,234.6,9.75,671.17,7.9,142.8,198.5,161.6,6.14,690.79,7.37,35.9,138.2,54.0,56.0,1.25,675.55,7.41,7.5,36.6,9.5,12.2,0.19,670.95,0.132,0.317,0.371,0.948,0.736,0.955,0.905,0.967,0.98
28420.1,0.14,8.0,199.9,443.5,330.9,239.3,9.67,705.3,7.99,168.2,235.2,168.3,6.67,704.03,7.61,44.6,157.5,71.3,54.8,1.31,692.24,7.47,10.2,40.1,18.2,10.1,0.26,685.97,0.158,0.289,0.31,0.94,0.745,0.949,0.91,0.945,0.973
20475.3,0.19,7.86,238.8,522.6,266.6,230.4,8.97,697.09,7.85,201.2,190.5,171.5,6.05,696.68,7.33,49.6,183.9,54.1,60.0,1.25,691.97,7.29,11.6,44.5,11.1,12.5,0.16,687.3,0.157,0.286,0.325,0.942,0.758,0.952,0.915,0.958,0.982
34466.3,0.19,8.03,249.2,520.0,198.4,161.2,6.32,735.73,7.9,209.6,119.4,125.1,4.05,751.01,7.49,55.9,204.1,30.0,40.3,0.72,760.09,7.45,10.6,59.9,4.6,9.5,0.16,756.73,0.159,0.398,0.359,0.95,0.707,0.958,0.885,0.977,0.975
46886.6,0.17,7.64,229.7,490.6,211.7,153.6,6.21,697.76,7.58,187.5,164.3,118.3,3.96,692.27,7.34,50.3,179.0,53.2,41.1,0.86,686.04,7.35,7.2,58.0,10.0,7.1,0.01,685.04,0.184,0.224,0.363,0.962,0.676,0.969,0.882,0.953,0.999
37614.0,0.2,7.95,267.4,511.4,211.7,150.1,6.84,682.85,7.89,226.5,152.4,107.0,4.5,669.61,7.49,54.7,170.3,43.2,35.5,0.88,663.08,7.31,12.5,41.2,8.8,7.0,0.11,669.77,0.153,0.28,0.342,0.945,0.758,0.953,0.919,0.958,0.984
40682.1,0.18,7.91,238.8,493.8,186.1,130.8,6.25,674.06,7.77,200.9,135.9,77.2,4.32,676.56,7.52,55.0,175.8,45.4,23.1,0.82,676.85,7.34,8.4,45.4,9.4,4.4,0.12,671.05,0.159,0.27,0.308,0.958,0.742,0.965,0.908,0.949,0.981
49660.3,0.19,7.83,285.1,566.9,271.0,229.2,8.75,656.73,7.78,248.2,188.5,167.7,5.81,667.49,7.5,62.2,192.1,56.7,54.2,1.08,667.78,7.24,11.7,56.8,12.2,12.0,0.19,681.52,0.129,0.304,0.336,0.953,0.704,0.959,0.9,0.955,0.979
50962.7,0.15,7.51,225.5,502.5,348.9,263.1,10.49,686.17,7.56,185.7,229.4,199.7,6.62,689.78,7.4,46.6,179.4,70.0,65.4,1.3,683.5,7.25,8.0,50.1,14.0,16.6,0.25,677.84,0.177,0.343,0.369,0.957,0.721,0.965,0.9,0.96,0.976
39411.9,0.14,8.53,215.3,458.8,260.9,215.5,8.36,734.75,8.47,180.1,188.0,163.8,5.38,733.78,7.84,45.3,149.6,55.6,52.3,1.26,749.67,7.53,7.5,45.2,8.4,11.1,0.13,741.22,0.163,0.279,0.356,0.958,0.698,0.965,0.901,0.968,0.984
50643.0,0.16,7.87,258.7,505.8,199.9,121.9,5.11,688.64,7.82,215.4,135.4,91.0,3.91,674.16,7.41,54.1,168.2,30.0,30.4,0.78,672.04,7.28,10.9,46.7,5.3,5.6,0.15,682.17,0.167,0.323,0.234,0.95,0.722,0.958,0.908,0.973,0.971
41278.2,0.02,7.61,103.9,229.1,273.5,221.4,7.95,667.9,7.56,95.6,195.8,151.1,5.24,667.32,7.2,16.0,82.9,54.2,51.0,0.93,668.22,7.22,3.2,20.9,12.1,15.3,0.2,676.15,0.081,0.284,0.341,0.966,0.748,0.969,0.909,0.956,0.975
33029.8,0.16,7.92,231.4,478.6,252.6,200.8,8.62,697.97,7.71,192.4,175.1,140.9,5.86,710.3,7.3,47.5,175.5,52.0,45.0,1.26,707.09,7.35,9.3,48.2,9.1,9.3,0.31,705.99,0.169,0.307,0.32,0.952,0.725,0.96,0.899,0.964,0.964
35818.9,-0.0,7.91,72.6,208.6,370.5,280.7,11.37,682.95,7.84,64.5,261.2,215.6,7.55,670.61,7.38,12.0,77.0,79.8,60.2,1.46,674.13,7.37,0.9,12.0,17.3,13.0,0.25,676.42,0.111,0.295,0.336,0.985,0.844,0.987,0.942,0.953,0.978
28426.8,0.07,7.58,131.1,328.1,169.7,173.4,6.91,647.77,7.4,116.3,112.6,114.9,4.57,645.32,7.04,34.0,121.7,26.6,41.8,0.94,655.2,7.06,5.9,29.5,5.4,8.7,0.12,657.64,0.113,0.337,0.338,0.95,0.758,0.955,0.91,0.968,0.983
33017.3,0.16,8.03,233.6,521.1,238.4,202.9,7.79,713.45,7.89,197.8,173.8,138.1,5.09,709.57,7.56,54.2,185.4,51.9,43.3,0.96,722.88,7.41,8.6,55.7,9.9,9.1,0.08,723.7,0.153,0.271,0.346,0.957,0.7,0.963,0.893,0.958,0.99
37208.6,0.18,7.79,229.1,498.9,373.9,291.7,11.07,671.64,7.87,187.8,252.2,216.6,7.46,664.66,7.29,49.5,176.0,71.2,66.9,1.62,658.56,7.33,8.6,54.0,16.6,14.8,0.33,650.78,0.18,0.325,0.326,0.954,0.693,0.962,0.892,0.956,0.97
46341.2,0.11,7.39,176.7,423.9,337.3,228.2,9.48,657.11,7.27,143.3,254.1,161.3,6.38,659.59,7.13,35.1,144.3,77.2,48.2,1.22,668.4,7.18,6.1,46.0,12.0,12.0,0.22,653.51,0.189,0.247,0.327,0.957,0.681,0.965,0.891,0.965,0.977
54289.0,0.15,8.1,217.7,455.7,334.1,225.7,9.35,713.5,7.94,189.4,251.8,154.3,6.16,717.94,7.7,44.3,166.0,75.5,48.4,1.37,722.33,7.44,10.7,48.2,13.7,11.2,0.2,717.27,0.13,0.246,0.342,0.943,0.709,0.951,0.894,0.959,0.978
28509.9,0.21,7.98,268.8,554.6,270.8,207.9,8.55,686.8,7.97,222.2,202.6,160.4,5.35,691.12,7.7,53.6,202.3,63.8,49.6,0.97,698.92,7.35,9.3,47.6,15.2,12.5,0.06,709.82,0.173,0.252,0.374,0.958,0.765,0.966,0.914,0.944,0.993
42331.7,0.13,7.56,198.9,439.5,295.2,203.1,8.98,651.06,7.38,171.0,216.9,149.4,5.95,641.29,6.97,48.6,153.3,69.3,45.6,1.16,640.56,7.1,5.6,40.4,17.5,11.6,0.13,651.69,0.14,0.265,0.337,0.968,0.737,0.972,0.908,0.941,0.986
31982.9,0.24,7.28,293.4,620.5,297.0,234.4,10.02,807.5,8.38,250.0,207.2,166.1,6.5,715.9,7.03,60.4,216.2,64.0,51.1,1.44,714.4,6.97,13.0,65.8,17.4,11.6,0.25,712.83,0.148,0.302,0.352,0.948,0.695,0.956,0.894,0.942,0.975
44113.2,0.15,7.06,219.5,475.5,269.0,193.1,7.02,782.6,8.04,188.5,197.6,131.0,4.47,709.72,6.61,40.0,179.2,62.7,43.5,0.91,717.21,6.94,7.9,56.7,12.6,10.1,0.15,711.46,0.141,0.265,0.363,0.958,0.684,0.964,0.881,0.953,0.978
39191.4,0.17,6.35,240.9,509.1,320.3,246.7,9.77,737.95,7.66,207.1,223.5,192.0,7.15,667.83,6.55,54.9,178.0,65.6,67.5,1.66,675.46,6.6,9.7,55.3,14.0,16.5,0.15,677.13,0.14,0.302,0.268,0.953,0.689,0.96,0.891,0.956,0.985
25556.6,0.24,7.08,258.4,562.2,218.4,162.1,6.44,772.54,8.3,214.9,140.5,116.6,3.73,727.95,6.73,58.2,197.4,53.4,39.8,0.72,740.48,6.96,9.8,54.3,12.3,7.1,0.14,743.11,0.168,0.357,0.422,0.954,0.725,0.962,0.903,0.944,0.978
47266.1,0.15,6.38,237.4,488.9,322.4,211.5,9.34,809.78,7.75,196.9,237.7,162.1,6.36,729.65,6.56,54.2,175.0,66.4,55.2,1.3,731.24,6.65,8.3,43.8,15.8,15.9,0.12,734.84,0.171,0.263,0.319,0.958,0.75,0.965,0.91,0.951,0.988
35553.7,0.12,6.51,179.8,415.6,262.0,218.5,8.73,779.21,7.6,156.4,192.4,163.6,5.41,722.26,6.88,42.2,144.7,55.6,51.2,1.27,721.41,6.87,10.5,40.4,11.7,10.5,0.26,706.25,0.13,0.266,0.38,0.933,0.721,0.942,0.903,0.955,0.97
35706.0,0.15,5.94,209.6,470.7,235.9,198.6,8.3,751.55,7.45,175.0,164.8,139.3,5.43,664.05,6.58,47.4,158.2,53.1,44.9,0.94,644.37,6.36,8.6,44.4,12.5,9.4,0.15,663.31,0.165,0.301,0.345,0.951,0.72,0.959,0.906,0.947,0.982
31198.4,0.13,6.7,216.0,454.7,260.1,213.5,8.4,742.03,7.97,169.8,172.3,150.1,6.23,697.33,6.68,42.6,162.2,54.7,49.3,1.08,684.44,6.58,5.1,51.7,11.9,9.0,0.14,691.24,0.214,0.338,0.258,0.97,0.681,0.977,0.886,0.954,0.983
34609.8,0.1,7.17,156.4,376.8,241.4,189.9,7.47,748.89,8.02,136.2,164.3,146.8,4.57,698.5,6.78,27.8,131.6,51.2,45.0,0.83,695.35,6.79,5.5,37.8,11.3,8.1,0.17,694.16,0.129,0.319,0.389,0.96,0.713,0.965,0.9,0.953,0.977
44433.4,0.15,6.56,212.3,467.3,230.0,164.5,6.82,769.01,8.09,175.3,146.4,128.7,4.22,708.76,6.44,43.9,178.3,46.6,39.9,0.93,699.95,6.55,9.7,50.0,7.5,10.2,0.16,695.64,0.174,0.363,0.382,0.945,0.72,0.954,0.893,0.967,0.977
37618.6,0.11,6.24,180.6,412.2,296.4,206.3,7.44,749.29,7.26,155.8,215.0,135.4,4.83,647.45,6.6,40.8,150.6,56.2,45.9,0.81,653.96,6.31,7.6,42.5,10.6,13.5,0.19,659.89,0.137,0.274,0.351,0.951,0.718,0.958,0.897,0.964,0.975
42879.2,0.19,6.54,268.4,550.7,215.2,140.0,6.43,733.17,7.87,235.1,137.8,104.7,3.92,687.2,6.45,58.4,188.0,47.7,36.8,0.84,676.72,6.52,9.2,54.2,8.5,7.2,0.13,679.69,0.124,0.36,0.39,0.961,0.711,0.966,0.902,0.961,0.98
42055.8,0.13,6.45,218.9,478.5,302.5,225.1,8.77,771.15,7.72,186.1,214.0,161.2,5.97,705.99,6.62,46.0,173.3,63.4,51.8,1.25,701.98,6.83,6.8,51.0,10.3,11.9,0.19,702.54,0.15,0.292,0.32,0.964,0.706,0.969,0.893,0.966,0.978
50511.2,0.13,6.23,224.7,465.8,243.1,195.5,7.23,738.79,7.31,196.0,163.4,133.5,4.54,640.56,6.73,46.1,165.5,54.0,39.1,1.11,636.87,6.58,6.9,43.4,7.5,8.9,0.15,639.62,0.128,0.328,0.372,0.965,0.738,0.969,0.907,0.969,0.979
